card_variant_id,card_canonical_code,card_card_code,card_name,candidate_market_product_pk,candidate_market_product_external_id,match_score,match_reasons,ambiguity_notes,pool_size,scored_candidates,match_confidence,needs_manual_review
2554,OP05-043,,Ulti,2406,527794,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2557,OP05-043,,Ulti,2406,527794,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2575,OP05-051,,Borsalino,2408,527843,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2589,OP05-055,,X.Drake,2419,528314,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2606,OP05-060,,Monkey.D.Luffy,2379,527014,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
2613,OP05-060,,Monkey.D.Luffy,2379,527014,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
2633,OP05-067,,Zoro-Juurou,2403,527665,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=8; multiple_scored_candidates n=8; flagged_needs_manual_review,8,8,medium,1
2634,OP05-067,,Zoro-Juurou,2403,527665,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=8; multiple_scored_candidates n=8; flagged_needs_manual_review,8,8,medium,1
2724,OP05-088,,Mansherry,2413,528037,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2732,OP05-091,,Rebecca,2416,528166,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
2733,OP05-091,,Rebecca,2416,528166,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
2739,OP05-091,,Rebecca,2416,528166,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
2746,OP05-093,,Rob Lucci,2404,527666,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2747,OP05-093,,Rob Lucci,2404,527666,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2765,OP05-098,,Enel,2382,527021,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2766,OP05-098,,Enel,2382,527021,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2774,OP05-100,,Enel,2399,527661,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2775,OP05-100,,Enel,2399,527661,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2839,OP05-118,,Kaido,2420,528315,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2842,OP05-118,,Kaido,2420,528315,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2865,OP06-001,,Uta,2553,539285,105,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2884,OP06-007,,Shanks,2552,539283,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2887,OP06-007,,Shanks,2552,539283,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2893,OP06-009,,Shuraiya,2549,539279,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2903,OP06-013,,Monkey.D.Luffy,2548,539278,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
2921,OP06-020,,Hody Jones,2569,539768,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2926,OP06-021,,Perona,2579,541044,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2931,OP06-022,,Yamato,2558,539490,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2935,OP06-022,,Yamato,2558,539490,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
2947,OP06-025,,Camie,2575,539789,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
2948,OP06-025,,Camie,2575,539789,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
2970,OP06-035,,Hody Jones,2570,539770,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2973,OP06-035,,Hody Jones,2570,539770,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
2998,OP06-042,,Vinsmoke Reiju,2577,541007,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3003,OP06-043,,Aramaki,2584,541049,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
3029,OP06-050,,Tashigi,2586,541051,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3071,OP06-061,,Vinsmoke Ichiji,2604,541069,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3075,OP06-062,,Vinsmoke Judge,2597,541062,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
3119,OP06-069,,Vinsmoke Reiju,2599,541064,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
3120,OP06-069,,Vinsmoke Reiju,2599,541064,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
3124,OP06-069,,Vinsmoke Reiju,2599,541064,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
3161,OP06-080,,Gecko Moria,2589,541054,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3166,OP06-081,,Absalom,2593,541058,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
3178,OP06-086,,Gecko Moria,2591,541056,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3181,OP06-086,,Gecko Moria,2591,541056,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3204,OP06-093,,Perona,2595,541060,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
3205,OP06-093,,Perona,2595,541060,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
3206,OP06-093,,Perona,2595,541060,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
3233,OP06-101,,O-Nami,2560,539492,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=9; multiple_scored_candidates n=9; flagged_needs_manual_review,9,9,medium,1
3234,OP06-101,,O-Nami,2560,539492,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=9; multiple_scored_candidates n=9; flagged_needs_manual_review,9,9,medium,1
3254,OP06-106,,Kouzuki Hiyori,2564,539502,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3257,OP06-106,,Kouzuki Hiyori,2564,539502,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3261,OP06-107,,Kouzuki Momonosuke,2562,539500,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3310,OP06-119,,Sanji,2693,541663,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
3321,OP07-001,,Monkey.D.Dragon,4000,629179,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3356,OP07-015,,Monkey.D.Dragon,3588,596916,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
3371,OP07-019,,Jewelry Bonney,4001,629180,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
3372,OP07-019,,Jewelry Bonney,4199,634599,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
3444,OP07-038,,Boa Hancock,4002,629181,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
3472,OP07-046,,Sengoku,5238,671452,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3497,OP07-051,,Boa Hancock,3589,596917,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,large_candidate_pool n=6; multiple_scored_candidates n=6; flagged_needs_manual_review,6,6,medium,1
3527,OP07-059,,Foxy,4003,629182,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3585,OP07-079,,Rob Lucci,4004,629183,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3602,OP07-085,,Stussy,4168,632506,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3633,OP07-097,,Vegapunk,4005,629184,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3679,OP07-111,,Lilith,4451,655081,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3702,OP07-118,,Sabo,4452,655082,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
3717,OP08-001,,Tony Tony.Chopper,4006,629185,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3722,OP08-002,,Marco,4007,629186,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3858,OP08-057,,King,4009,629188,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3863,OP08-058,,Charlotte Pudding,4010,629189,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3971,OP08-098,,Kalgara,4011,629190,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
3997,OP08-106,,Nami,3590,596918,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
4044,OP09-001,,Shanks,4180,633760,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
4056,OP09-004,,Shanks,3598,596926,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=9; multiple_scored_candidates n=9; flagged_needs_manual_review,9,9,medium,1
4067,OP09-004,,Shanks,3598,596926,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=9; multiple_scored_candidates n=9; flagged_needs_manual_review,9,9,medium,1
4086,OP09-009,,Benn.Beckman,4620,657444,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
4184,OP09-037,,Lim,4434,646564,79,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
4238,OP09-051,,Buggy,3657,596985,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=8; multiple_scored_candidates n=8; flagged_needs_manual_review,8,8,medium,1
4272,OP09-061,,Monkey.D.Luffy,4232,632776,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
4348,OP09-081,,Marshall.D.Teach,4249,632819,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
4388,OP09-093,,Marshall.D.Teach,3708,597036,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=8; multiple_scored_candidates n=8; flagged_needs_manual_review,8,8,medium,1
4398,OP09-093,,Marshall.D.Teach,3708,597036,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,large_candidate_pool n=8; multiple_scored_candidates n=8; flagged_needs_manual_review,8,8,medium,1
4472,OP09-118,,Gol.D.Roger,3738,597066,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
4480,OP09-119,,Monkey.D.Luffy,3741,597069,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=5; flagged_needs_manual_review,5,5,medium,1
4569,OP10-030,,Smoker,4623,657449,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
4708,OP10-082,,Kuzan,4437,646567,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
4825,OP11-001,,Koby,4018,632356,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
4833,OP11-004,,Kujyaku,4022,632360,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
4844,OP11-008,,Doll,4027,632365,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
4850,OP11-010,,Hibari,4030,632368,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
4871,OP11-018,,Honesty Impact,4039,632377,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
4879,OP11-021,,Jinbe,4043,632381,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
4883,OP11-022,,Shirahoshi,4045,632383,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
4887,OP11-023,,Arlong,4047,632385,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
4906,OP11-031,,Jinbe,4056,632394,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
4926,OP11-040,,Monkey.D.Luffy,4066,632404,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
4930,OP11-041,,Nami,4068,632406,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
4947,OP11-047,,Vinsmoke Reiju,4075,632413,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
4959,OP11-051,,Sanji,4080,632418,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
4968,OP11-054,,Nami,4084,632422,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
4993,OP11-062,,Charlotte Katakuri,4093,632431,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5007,OP11-067,,Charlotte Katakuri,4099,632437,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5016,OP11-070,,Charlotte Pudding,4103,632441,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5025,OP11-073,,Charlotte Linlin,4107,632445,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5042,OP11-080,,Gear Two,4115,632453,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5052,OP11-084,,Kuzan,4120,632458,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5071,OP11-092,,Helmeppo,4129,632467,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5079,OP11-095,,Monkey.D.Garp,4133,632471,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5094,OP11-101,,"Capone""Gang""Bege",4140,632478,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5106,OP11-106,,Zeus,4146,632484,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
